time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
0.97;videos/cuts_train/fall03.mp4;walk;(197.07, 51.47);(198.7, 48.0);(200.04, 47.94);(201.28, 47.95);(195.33, 48.18);(194.21, 48.26);(193.24, 48.41);(203.03, 49.45);(192.33, 50.08);(199.25, 54.76);(195.57, 54.91);(215.19, 69.27);(185.68, 70.45);(222.11, 89.88);(183.09, 90.96);(225.46, 109.18);(177.89, 108.6);(226.6, 115.57);(176.4, 114.55);(225.14, 115.22);(176.91, 113.9);(224.19, 113.57);(177.74, 111.92);(209.49, 111.98);(193.06, 111.83);(208.85, 143.61);(192.44, 143.15);(207.79, 166.51);(192.78, 173.49);(206.44, 170.02);(195.14, 177.8);(210.2, 176.25);(187.76, 182.19)
1.0;videos/cuts_train/fall03.mp4;walk;(196.37, 51.29);(197.92, 47.78);(199.27, 47.75);(200.54, 47.77);(194.53, 47.9);(193.46, 47.96);(192.41, 48.1);(202.26, 49.29);(191.24, 49.8);(198.47, 54.67);(194.81, 54.79);(214.71, 69.26);(184.55, 70.49);(221.95, 90.13);(182.32, 91.17);(225.32, 109.59);(177.4, 109.02);(226.49, 116.03);(175.97, 115.12);(224.88, 115.6);(176.48, 114.59);(223.89, 113.98);(177.33, 112.78);(209.26, 112.08);(192.62, 112.07);(208.76, 144.01);(192.59, 143.91);(207.75, 166.65);(193.05, 175.02);(206.45, 170.05);(195.39, 179.14);(210.14, 176.24);(187.95, 183.06)
1.03;videos/cuts_train/fall03.mp4;walk;(195.69, 51.03);(197.2, 47.53);(198.5, 47.52);(199.74, 47.55);(193.87, 47.59);(192.82, 47.64);(191.74, 47.77);(201.37, 49.08);(190.42, 49.51);(197.62, 54.47);(194.09, 54.57);(213.68, 69.18);(183.42, 70.51);(220.96, 90.31);(181.39, 91.55);(224.88, 109.93);(176.83, 109.75);(226.06, 116.26);(175.42, 116.0);(224.45, 115.88);(176.04, 115.5);(223.49, 114.29);(176.9, 113.83);(208.97, 112.14);(192.3, 112.4);(208.71, 144.2);(192.61, 144.33);(207.74, 167.22);(193.26, 175.29);(206.46, 170.63);(195.63, 179.17);(210.11, 176.3);(188.02, 183.96)
1.07;videos/cuts_train/fall03.mp4;walk;(194.68, 50.54);(196.25, 47.0);(197.53, 47.03);(198.74, 47.08);(192.97, 46.99);(191.93, 47.04);(190.8, 47.13);(200.38, 48.64);(189.47, 49.05);(196.5, 54.11);(193.08, 54.19);(212.56, 69.07);(182.34, 70.53);(220.01, 90.63);(180.19, 91.82);(224.08, 111.21);(175.88, 110.43);(225.35, 117.04);(174.35, 116.77);(223.86, 116.78);(175.03, 116.43);(222.92, 115.17);(175.91, 114.82);(208.41, 112.41);(191.71, 112.98);(208.66, 144.34);(192.6, 145.3);(207.71, 167.46);(193.41, 176.01);(206.45, 170.85);(195.8, 179.7);(210.09, 176.38);(187.93, 185.23)
1.1;videos/cuts_train/fall03.mp4;walk;(193.75, 50.1);(195.27, 46.56);(196.54, 46.59);(197.73, 46.64);(191.97, 46.53);(190.92, 46.57);(189.78, 46.64);(199.22, 48.04);(188.31, 48.6);(195.55, 53.67);(192.07, 53.76);(211.3, 68.8);(181.38, 70.33);(218.62, 90.76);(179.17, 91.81);(223.07, 111.51);(174.87, 110.64);(224.47, 117.27);(173.26, 117.05);(222.97, 117.09);(173.96, 116.71);(222.03, 115.43);(174.88, 115.11);(207.47, 112.4);(190.75, 112.98);(208.33, 144.44);(191.98, 145.86);(207.63, 167.76);(193.45, 176.36);(206.39, 171.09);(195.88, 179.89);(210.01, 176.63);(187.81, 185.71)
1.13;videos/cuts_train/fall03.mp4;walk;(192.67, 49.73);(194.21, 46.08);(195.49, 46.09);(196.7, 46.11);(190.83, 46.12);(189.75, 46.18);(188.56, 46.27);(198.24, 47.43);(187.06, 48.17);(194.55, 53.31);(190.95, 53.41);(210.41, 68.42);(180.26, 70.15);(217.42, 90.75);(178.09, 91.79);(222.28, 111.5);(173.53, 110.76);(223.68, 117.24);(171.87, 117.17);(222.15, 117.08);(172.64, 116.76);(221.16, 115.46);(173.57, 115.11);(206.76, 112.39);(189.88, 112.98);(207.82, 144.5);(191.14, 146.34);(207.64, 167.99);(193.5, 176.7);(206.43, 171.17);(195.95, 180.25);(209.95, 176.95);(187.82, 186.23)
1.17;videos/cuts_train/fall03.mp4;walk;(191.52, 48.93);(193.06, 45.27);(194.38, 45.28);(195.62, 45.32);(189.63, 45.32);(188.55, 45.39);(187.39, 45.52);(197.22, 46.66);(185.82, 47.49);(193.49, 52.57);(189.77, 52.62);(209.22, 67.92);(179.18, 69.93);(215.83, 90.44);(175.61, 91.73);(221.06, 111.37);(171.64, 110.7);(222.7, 117.14);(169.76, 117.29);(220.97, 117.05);(170.91, 116.71);(219.89, 115.4);(171.97, 114.91);(205.9, 112.23);(188.87, 112.96);(207.57, 144.49);(190.4, 146.43);(207.74, 168.26);(193.54, 176.76);(206.73, 171.29);(195.98, 180.34);(209.78, 177.18);(187.78, 186.52)
1.2;videos/cuts_train/fall03.mp4;walk;(190.54, 48.28);(192.14, 44.57);(193.48, 44.55);(194.69, 44.57);(188.64, 44.71);(187.48, 44.81);(186.39, 44.98);(196.23, 45.98);(184.72, 47.03);(192.74, 51.94);(188.77, 52.03);(208.4, 67.4);(178.41, 69.72);(215.1, 90.09);(174.61, 91.79);(220.26, 111.29);(169.94, 110.67);(221.9, 117.11);(167.78, 117.22);(220.01, 116.98);(168.79, 116.59);(218.88, 115.34);(169.98, 114.73);(205.26, 112.34);(187.88, 113.15);(207.56, 144.99);(189.99, 146.77);(207.92, 168.19);(193.6, 176.43);(207.03, 171.11);(196.05, 180.23);(209.78, 177.25);(187.83, 186.72)
1.23;videos/cuts_train/fall03.mp4;walk;(189.68, 47.8);(191.28, 44.06);(192.67, 44.02);(193.86, 44.03);(187.71, 44.26);(186.49, 44.38);(185.45, 44.58);(195.4, 45.46);(183.76, 46.73);(192.11, 51.52);(187.92, 51.6);(207.86, 67.05);(177.31, 69.62);(214.39, 89.43);(172.17, 91.8);(219.46, 111.02);(168.39, 111.09);(221.03, 117.08);(166.37, 117.63);(219.2, 116.94);(167.54, 116.97);(218.07, 115.3);(168.9, 114.95);(204.65, 112.37);(187.32, 113.2);(207.59, 145.17);(189.2, 147.03);(208.06, 167.76);(193.7, 176.27);(207.16, 170.42);(196.16, 180.22);(210.07, 177.23);(187.86, 186.9)
1.27;videos/cuts_train/fall03.mp4;walk;(189.17, 47.49);(190.78, 43.74);(192.16, 43.66);(193.34, 43.65);(187.09, 44.02);(185.83, 44.17);(184.74, 44.39);(194.98, 45.06);(183.14, 46.59);(191.88, 51.2);(187.45, 51.37);(207.67, 66.81);(176.92, 69.51);(214.2, 89.09);(171.41, 91.73);(218.84, 110.71);(167.19, 111.35);(220.45, 116.99);(165.12, 117.9);(218.53, 116.89);(166.16, 117.15);(217.39, 115.23);(167.54, 115.03);(203.77, 112.46);(186.17, 113.27);(207.61, 145.39);(188.33, 147.35);(208.07, 167.34);(193.71, 176.23);(207.15, 169.9);(196.23, 180.34);(210.55, 177.21);(187.8, 187.12)
1.3;videos/cuts_train/fall03.mp4;walk;(188.37, 47.1);(189.89, 43.36);(191.34, 43.25);(192.57, 43.2);(186.21, 43.7);(184.93, 43.87);(183.89, 44.1);(194.44, 44.54);(182.36, 46.27);(191.43, 50.86);(186.86, 51.15);(207.4, 66.62);(176.21, 69.2);(213.8, 89.06);(170.2, 91.35);(218.45, 110.7);(165.51, 111.25);(219.84, 116.96);(163.39, 117.76);(217.95, 116.87);(164.58, 117.06);(216.87, 115.21);(165.86, 115.0);(203.04, 112.45);(185.36, 113.25);(207.46, 145.54);(188.02, 147.26);(207.96, 167.71);(193.8, 176.1);(206.8, 170.9);(196.25, 180.21);(211.05, 177.81);(187.8, 186.93)
1.33;videos/cuts_train/fall03.mp4;walk;(187.86, 46.78);(189.41, 43.0);(190.88, 42.86);(192.15, 42.78);(185.66, 43.42);(184.38, 43.61);(183.32, 43.86);(194.08, 44.12);(181.8, 45.99);(191.05, 50.56);(186.37, 50.94);(206.94, 66.39);(175.65, 68.85);(213.85, 88.79);(169.34, 90.83);(218.16, 110.6);(164.24, 111.11);(219.55, 116.94);(161.58, 117.6);(217.49, 116.88);(162.66, 116.88);(216.36, 115.19);(164.13, 114.77);(202.58, 112.37);(184.85, 113.2);(206.61, 145.48);(187.85, 147.17);(207.5, 168.38);(193.8, 176.06);(206.18, 172.08);(196.27, 180.11);(211.13, 178.69);(187.83, 186.86)
1.37;videos/cuts_train/fall03.mp4;walk;(187.1, 46.18);(188.68, 42.49);(190.18, 42.34);(191.46, 42.25);(184.94, 42.93);(183.69, 43.11);(182.64, 43.34);(193.48, 43.55);(181.3, 45.43);(190.45, 49.98);(185.66, 50.36);(206.67, 66.06);(175.06, 68.26);(213.18, 88.6);(168.6, 90.32);(217.76, 110.12);(162.7, 110.49);(219.17, 116.84);(160.06, 116.84);(217.33, 116.82);(161.01, 115.98);(216.2, 115.09);(162.39, 113.87);(202.37, 112.21);(184.5, 113.04);(204.86, 145.67);(187.92, 147.5);(206.71, 170.23);(193.93, 176.07);(205.52, 174.11);(196.27, 180.08);(211.11, 180.41);(187.96, 186.78)
1.4;videos/cuts_train/fall03.mp4;walk;(186.77, 45.94);(188.47, 42.19);(189.96, 42.03);(191.24, 41.92);(184.62, 42.61);(183.35, 42.75);(182.23, 42.97);(193.26, 43.15);(180.97, 45.0);(190.07, 49.78);(185.28, 50.11);(206.42, 65.66);(174.38, 67.65);(212.84, 88.28);(167.68, 89.87);(217.53, 109.53);(161.07, 110.04);(218.93, 116.55);(158.12, 115.96);(217.22, 116.61);(158.98, 115.31);(216.09, 114.79);(160.47, 113.33);(201.96, 112.07);(184.06, 112.97);(203.52, 146.41);(188.08, 147.96);(206.26, 173.21);(194.06, 176.18);(205.17, 177.19);(196.28, 180.11);(211.09, 183.1);(188.1, 186.77)
1.43;videos/cuts_train/fall03.mp4;walk;(186.18, 45.49);(187.96, 41.7);(189.48, 41.53);(190.78, 41.42);(184.09, 42.1);(182.84, 42.22);(181.7, 42.43);(192.96, 42.61);(180.69, 44.41);(189.65, 49.41);(184.79, 49.69);(206.31, 65.24);(174.16, 67.03);(212.7, 88.03);(167.05, 88.84);(217.37, 109.14);(159.76, 108.52);(218.63, 116.26);(156.81, 114.32);(217.0, 116.34);(157.82, 113.79);(215.94, 114.53);(159.27, 111.9);(201.53, 112.05);(183.58, 112.92);(202.86, 147.81);(188.04, 148.54);(205.06, 175.34);(194.13, 176.18);(204.22, 179.37);(196.29, 180.07);(210.66, 185.81);(188.07, 186.76)
1.47;videos/cuts_train/fall03.mp4;walk;(185.78, 45.1);(187.69, 41.29);(189.23, 41.13);(190.53, 41.03);(183.73, 41.68);(182.44, 41.79);(181.27, 42.0);(192.8, 42.26);(180.43, 43.95);(189.3, 49.09);(184.42, 49.35);(206.15, 64.87);(173.95, 66.7);(212.72, 87.63);(166.43, 88.01);(217.18, 108.86);(158.74, 107.17);(218.39, 116.02);(156.04, 112.87);(216.66, 116.1);(157.12, 112.38);(215.62, 114.32);(158.56, 110.46);(201.03, 112.04);(183.33, 112.89);(202.19, 148.72);(187.92, 148.79);(203.96, 177.18);(194.01, 176.24);(203.25, 181.15);(196.07, 180.02);(209.26, 187.89);(187.63, 186.8)
1.5;videos/cuts_train/fall03.mp4;walk;(185.79, 44.83);(187.72, 40.97);(189.23, 40.82);(190.52, 40.75);(183.64, 41.36);(182.4, 41.5);(181.2, 41.71);(192.68, 42.03);(180.32, 43.64);(189.23, 48.88);(184.27, 49.08);(205.98, 64.62);(173.56, 66.51);(212.64, 87.45);(165.86, 87.71);(216.93, 108.82);(157.82, 106.66);(218.05, 115.99);(155.38, 112.49);(216.4, 116.02);(156.4, 111.71);(215.4, 114.23);(157.77, 109.74);(200.67, 112.03);(183.06, 112.87);(201.47, 149.31);(187.58, 148.9);(202.12, 179.46);(194.01, 176.68);(202.16, 183.97);(195.96, 180.33);(207.34, 190.13);(186.99, 186.82)
1.53;videos/cuts_train/fall03.mp4;walk;(185.57, 44.6);(187.55, 40.63);(189.06, 40.5);(190.37, 40.46);(183.41, 41.01);(182.17, 41.17);(180.95, 41.38);(192.53, 41.81);(180.14, 43.31);(188.96, 48.7);(183.99, 48.84);(205.88, 64.48);(173.22, 66.22);(212.61, 87.44);(165.04, 87.3);(216.71, 108.85);(156.88, 106.24);(217.79, 115.99);(154.52, 112.02);(216.17, 116.02);(155.65, 111.23);(215.18, 114.23);(156.95, 109.31);(200.39, 112.11);(182.66, 112.9);(200.74, 149.85);(187.32, 149.2);(199.59, 181.58);(194.02, 177.42);(199.67, 185.98);(195.83, 181.06);(203.26, 191.14);(186.8, 186.78)
1.57;videos/cuts_train/fall03.mp4;walk;(185.53, 44.55);(187.47, 40.49);(188.96, 40.35);(190.31, 40.32);(183.28, 40.85);(182.07, 41.0);(180.85, 41.2);(192.5, 41.68);(180.07, 43.07);(188.92, 48.59);(183.9, 48.74);(205.89, 64.34);(173.14, 65.98);(212.43, 87.47);(164.71, 87.16);(216.57, 108.87);(156.75, 106.02);(217.67, 116.04);(154.28, 111.73);(216.04, 116.08);(155.34, 111.0);(215.02, 114.26);(156.66, 109.07);(199.9, 112.2);(182.16, 112.94);(199.55, 150.05);(187.06, 149.35);(198.36, 182.78);(194.02, 178.11);(198.2, 187.28);(195.59, 181.47);(201.48, 192.24);(186.86, 186.78)
1.6;videos/cuts_train/fall03.mp4;walk;(185.54, 44.45);(187.49, 40.33);(188.98, 40.2);(190.35, 40.16);(183.24, 40.69);(182.04, 40.82);(180.8, 41.02);(192.56, 41.55);(179.99, 42.94);(188.95, 48.48);(183.89, 48.63);(205.98, 64.25);(173.05, 65.79);(212.4, 87.51);(164.47, 86.99);(216.52, 109.11);(156.91, 105.7);(217.63, 116.42);(154.34, 111.51);(216.03, 116.47);(155.52, 110.73);(214.99, 114.52);(156.89, 108.77);(199.69, 112.46);(182.14, 113.18);(199.04, 150.35);(186.83, 149.55);(197.66, 183.55);(193.95, 178.34);(197.22, 188.15);(195.31, 181.8);(200.76, 193.49);(186.9, 186.96)
1.63;videos/cuts_train/fall03.mp4;walk;(185.75, 44.35);(187.66, 40.12);(189.15, 39.97);(190.51, 39.91);(183.44, 40.52);(182.25, 40.65);(181.02, 40.83);(192.67, 41.29);(180.11, 42.74);(189.11, 48.37);(184.07, 48.58);(206.05, 64.22);(173.05, 65.55);(212.26, 87.6);(164.32, 86.89);(216.47, 109.73);(157.07, 105.62);(217.59, 117.17);(154.57, 111.48);(216.06, 117.21);(155.78, 110.55);(215.01, 115.1);(157.09, 108.6);(199.42, 112.97);(182.06, 113.62);(198.55, 150.71);(186.62, 149.87);(197.3, 184.43);(193.65, 178.33);(196.67, 189.11);(194.85, 181.8);(200.5, 194.49);(186.88, 187.05)
1.67;videos/cuts_train/fall03.mp4;walk;(185.83, 44.18);(187.7, 39.92);(189.18, 39.77);(190.54, 39.72);(183.59, 40.34);(182.39, 40.48);(181.16, 40.64);(192.75, 41.13);(180.24, 42.6);(189.15, 48.23);(184.21, 48.53);(206.1, 64.18);(173.08, 65.37);(212.19, 87.73);(164.39, 86.91);(216.42, 110.53);(156.93, 105.75);(217.58, 118.08);(154.62, 111.59);(216.04, 118.14);(155.75, 110.53);(214.96, 115.91);(157.01, 108.6);(199.25, 113.6);(182.0, 114.13);(197.84, 151.3);(186.29, 150.25);(197.03, 185.32);(193.47, 178.27);(196.34, 190.13);(194.75, 181.8);(200.2, 196.18);(186.76, 187.21)
1.7;videos/cuts_train/fall03.mp4;walk;(185.92, 43.62);(187.86, 39.33);(189.33, 39.2);(190.65, 39.18);(183.63, 39.77);(182.48, 39.93);(181.22, 40.12);(192.8, 40.67);(180.33, 42.18);(189.21, 47.76);(184.3, 48.14);(206.11, 64.09);(173.13, 65.26);(212.22, 87.93);(164.52, 86.91);(216.36, 111.4);(157.28, 105.88);(217.5, 118.96);(155.11, 111.72);(215.89, 119.02);(156.16, 110.7);(214.8, 116.74);(157.38, 108.79);(199.04, 113.84);(181.72, 114.21);(197.38, 151.68);(185.77, 150.57);(196.75, 185.07);(192.7, 177.22);(195.95, 190.08);(194.3, 181.03);(200.05, 197.95);(186.6, 187.02)
1.73;videos/cuts_train/fall03.mp4;walk;(186.4, 43.0);(188.35, 38.74);(189.8, 38.66);(191.03, 38.63);(184.0, 39.16);(182.67, 39.33);(181.48, 39.55);(193.0, 40.15);(180.39, 41.63);(189.6, 47.24);(184.52, 47.75);(206.37, 63.94);(173.2, 64.91);(212.25, 88.36);(164.75, 86.89);(216.34, 112.81);(157.58, 105.97);(217.47, 120.06);(155.21, 111.79);(215.81, 120.07);(156.4, 110.84);(214.74, 117.76);(157.66, 108.82);(198.79, 114.05);(181.39, 114.22);(197.63, 151.96);(185.37, 150.75);(196.63, 185.06);(191.96, 176.01);(195.55, 190.23);(193.95, 179.8);(200.48, 199.48);(186.49, 186.8)
1.77;videos/cuts_train/fall03.mp4;walk;(186.73, 41.95);(188.72, 37.74);(190.2, 37.68);(191.37, 37.67);(184.31, 38.05);(182.83, 38.21);(181.68, 38.45);(193.38, 39.31);(180.54, 40.73);(189.95, 46.35);(184.71, 46.75);(206.77, 63.72);(173.26, 64.34);(212.29, 88.47);(164.89, 86.88);(216.35, 113.52);(158.06, 106.3);(217.49, 120.73);(156.31, 112.95);(215.84, 120.67);(157.25, 112.03);(214.77, 118.31);(158.39, 109.8);(198.51, 114.0);(180.77, 114.2);(197.63, 152.25);(184.9, 150.82);(196.81, 185.59);(191.39, 175.66);(195.87, 190.95);(193.66, 179.64);(200.43, 200.3);(186.2, 186.76)
1.8;videos/cuts_train/fall03.mp4;walk;(187.38, 41.26);(189.43, 37.04);(190.9, 36.97);(191.93, 36.95);(184.95, 37.3);(183.39, 37.44);(182.12, 37.69);(194.06, 38.54);(180.88, 39.9);(190.52, 45.6);(185.2, 46.05);(207.38, 63.34);(173.3, 63.82);(212.31, 88.48);(164.97, 86.91);(216.27, 113.77);(159.47, 107.6);(217.44, 121.13);(158.09, 114.77);(215.8, 121.04);(159.09, 113.98);(214.72, 118.58);(160.43, 111.76);(198.57, 113.96);(180.35, 114.04);(197.79, 152.63);(184.41, 150.77);(196.97, 186.46);(190.82, 175.41);(195.9, 191.41);(193.26, 179.42);(200.64, 200.72);(185.99, 186.77)
1.83;videos/cuts_train/fall03.mp4;walk;(188.57, 39.84);(190.58, 35.64);(191.85, 35.59);(192.86, 35.56);(186.12, 35.87);(184.59, 35.96);(183.14, 36.13);(195.07, 37.23);(181.58, 38.26);(191.51, 44.18);(186.26, 44.39);(207.74, 62.75);(173.33, 63.08);(212.33, 88.41);(165.17, 86.94);(216.29, 113.53);(160.72, 108.7);(217.46, 121.08);(159.54, 116.37);(215.82, 120.95);(160.8, 115.41);(214.74, 118.49);(162.28, 112.97);(198.56, 113.93);(180.03, 113.98);(197.88, 153.13);(183.56, 151.16);(197.07, 187.42);(190.11, 175.23);(196.01, 192.3);(192.74, 179.1);(200.63, 201.11);(185.69, 186.77)
1.87;videos/cuts_train/fall03.mp4;walk;(189.25, 38.85);(191.42, 34.8);(192.62, 34.79);(193.75, 34.79);(186.94, 34.94);(185.41, 35.02);(183.97, 35.14);(196.03, 36.48);(182.3, 37.21);(192.14, 43.25);(186.91, 43.25);(208.25, 62.05);(173.37, 62.31);(212.66, 88.33);(165.34, 86.94);(216.41, 113.33);(161.53, 109.39);(217.52, 120.93);(160.25, 117.07);(215.93, 120.81);(161.8, 116.19);(214.93, 118.4);(163.35, 113.78);(198.59, 113.97);(180.08, 113.96);(198.0, 153.7);(182.27, 151.7);(197.21, 188.48);(189.39, 174.62);(196.11, 192.97);(192.25, 178.05);(200.68, 201.72);(185.23, 186.78)
1.9;videos/cuts_train/fall03.mp4;walk;(189.78, 38.04);(192.03, 34.02);(193.21, 34.03);(194.46, 34.08);(187.55, 34.04);(186.0, 34.1);(184.59, 34.17);(196.72, 35.77);(182.8, 36.24);(192.61, 42.54);(187.36, 42.43);(208.82, 61.56);(173.41, 61.93);(213.29, 88.16);(165.59, 86.96);(217.02, 113.27);(162.83, 110.04);(218.05, 120.85);(161.52, 118.09);(216.27, 120.68);(163.31, 117.25);(215.31, 118.27);(164.85, 114.71);(199.18, 114.55);(180.22, 114.27);(198.08, 154.91);(180.15, 152.61);(197.27, 188.69);(188.7, 174.65);(196.14, 192.83);(191.66, 177.93);(200.5, 201.87);(184.33, 186.85)
1.93;videos/cuts_train/fall03.mp4;walk;(190.46, 37.18);(192.74, 33.23);(193.95, 33.25);(195.32, 33.34);(188.38, 33.2);(186.81, 33.23);(185.41, 33.31);(197.48, 35.01);(183.28, 35.41);(193.11, 41.79);(188.0, 41.63);(209.53, 61.24);(173.46, 61.58);(214.76, 87.83);(165.8, 86.97);(218.31, 113.15);(163.82, 111.02);(219.05, 120.96);(162.59, 119.1);(216.9, 120.7);(164.79, 118.35);(216.02, 118.28);(166.13, 115.83);(199.93, 114.79);(180.32, 114.47);(198.1, 155.37);(179.14, 153.02);(197.21, 188.9);(187.78, 174.66);(196.1, 192.77);(190.75, 177.52);(200.18, 202.15);(183.57, 186.96)
1.97;videos/cuts_train/fall03.mp4;walk;(190.93, 36.32);(193.19, 32.44);(194.47, 32.48);(195.89, 32.61);(188.86, 32.35);(187.26, 32.37);(185.85, 32.46);(198.08, 34.33);(183.58, 34.57);(193.51, 41.03);(188.4, 40.73);(210.05, 60.86);(173.57, 61.21);(215.38, 87.56);(166.13, 86.98);(219.37, 113.09);(164.26, 111.52);(220.11, 121.04);(163.14, 119.44);(217.7, 120.66);(165.29, 118.71);(216.83, 118.24);(166.5, 116.27);(200.14, 115.08);(180.29, 114.64);(198.17, 155.76);(178.01, 153.35);(197.19, 188.87);(187.02, 174.71);(196.14, 192.8);(190.04, 177.57);(200.1, 202.32);(181.48, 187.42)
2.0;videos/cuts_train/fall03.mp4;walk;(191.35, 35.69);(193.64, 31.86);(194.97, 31.91);(196.4, 32.04);(189.28, 31.72);(187.64, 31.69);(186.2, 31.77);(198.51, 33.7);(183.85, 33.9);(193.82, 40.42);(188.74, 40.06);(210.58, 60.55);(173.64, 60.99);(216.13, 87.22);(166.42, 86.98);(220.55, 113.02);(164.46, 111.97);(221.27, 121.02);(163.52, 119.68);(219.13, 120.64);(165.51, 118.96);(218.41, 118.25);(166.63, 116.66);(200.38, 115.45);(180.23, 114.89);(198.28, 156.26);(177.39, 153.65);(197.14, 188.99);(185.72, 175.68);(196.1, 192.98);(188.67, 178.88);(200.19, 202.8);(178.71, 189.11)
2.03;videos/cuts_train/fall03.mp4;walk;(191.6, 34.93);(193.95, 31.05);(195.32, 31.14);(196.77, 31.3);(189.53, 30.83);(187.86, 30.79);(186.4, 30.86);(198.94, 33.03);(184.02, 33.07);(194.07, 39.67);(188.88, 39.21);(211.23, 60.08);(173.73, 60.66);(216.77, 86.8);(167.06, 86.98);(221.36, 112.58);(164.77, 112.14);(222.23, 121.0);(163.88, 119.89);(220.18, 120.55);(165.75, 119.25);(219.42, 118.17);(166.79, 116.98);(200.61, 115.72);(180.09, 114.96);(198.35, 156.67);(176.93, 154.13);(197.03, 189.63);(184.53, 178.27);(196.08, 193.74);(187.53, 182.9);(200.23, 203.19);(176.36, 192.04)
2.07;videos/cuts_train/fall03.mp4;walk;(191.63, 34.29);(194.05, 30.3);(195.38, 30.37);(196.84, 30.5);(189.56, 30.14);(187.9, 30.12);(186.45, 30.19);(199.07, 32.25);(184.15, 32.34);(194.19, 39.0);(188.86, 38.61);(211.85, 59.52);(173.88, 60.19);(217.83, 86.42);(167.96, 86.99);(222.38, 112.5);(165.0, 112.13);(223.86, 120.93);(164.04, 120.02);(221.91, 120.42);(165.87, 119.45);(221.04, 118.11);(166.88, 117.12);(200.98, 115.89);(180.09, 114.99);(198.45, 156.8);(177.29, 154.33);(196.87, 190.26);(183.57, 181.82);(195.96, 194.49);(186.42, 186.75);(200.29, 203.71);(174.4, 195.46)
2.1;videos/cuts_train/fall03.mp4;walk;(191.6, 33.73);(194.06, 29.62);(195.38, 29.67);(196.83, 29.76);(189.49, 29.51);(187.84, 29.51);(186.39, 29.59);(199.09, 31.53);(184.18, 31.78);(194.32, 38.48);(188.83, 38.17);(212.43, 59.02);(173.97, 59.72);(218.66, 86.0);(168.16, 86.96);(223.71, 112.2);(164.94, 112.0);(225.44, 120.38);(163.84, 119.96);(223.54, 119.71);(165.68, 119.39);(222.53, 117.49);(166.71, 117.02);(201.65, 115.83);(180.11, 114.97);(198.8, 156.63);(177.71, 154.8);(196.79, 190.52);(183.39, 186.09);(195.81, 194.83);(185.99, 190.51);(201.0, 203.89);(173.6, 198.84)
2.13;videos/cuts_train/fall03.mp4;walk;(191.59, 33.46);(194.1, 29.3);(195.43, 29.31);(196.87, 29.36);(189.44, 29.29);(187.8, 29.33);(186.33, 29.4);(199.14, 31.05);(184.2, 31.53);(194.41, 38.21);(188.81, 38.01);(212.82, 58.42);(174.03, 59.27);(219.73, 85.17);(168.17, 86.8);(225.18, 111.2);(164.85, 111.91);(227.01, 119.28);(163.66, 119.88);(225.12, 118.56);(165.53, 119.35);(224.09, 116.29);(166.59, 116.98);(202.58, 115.82);(180.33, 114.96);(199.44, 156.57);(178.04, 155.41);(196.66, 190.65);(182.85, 189.61);(195.31, 194.98);(185.15, 194.0);(201.66, 203.75);(172.17, 202.1)
2.17;videos/cuts_train/fall03.mp4;walk;(191.52, 32.91);(193.99, 28.67);(195.33, 28.65);(196.75, 28.63);(189.39, 28.81);(187.75, 28.86);(186.31, 28.97);(199.02, 30.39);(184.16, 31.19);(194.37, 37.7);(188.77, 37.6);(213.05, 58.17);(174.07, 58.93);(220.02, 84.93);(168.15, 86.55);(226.22, 110.1);(164.75, 111.85);(228.25, 117.76);(163.52, 119.86);(226.79, 116.87);(165.36, 119.35);(225.69, 114.61);(166.45, 116.98);(202.85, 115.8);(180.43, 114.95);(199.55, 156.52);(178.24, 156.2);(196.53, 190.76);(182.18, 192.44);(194.89, 195.43);(184.42, 197.58);(201.9, 203.58);(171.32, 205.02)
2.2;videos/cuts_train/fall03.mp4;walk;(191.49, 32.59);(193.93, 28.26);(195.26, 28.21);(196.7, 28.16);(189.36, 28.5);(187.73, 28.55);(186.22, 28.7);(198.93, 29.95);(184.14, 30.9);(194.31, 37.33);(188.76, 37.33);(213.07, 57.69);(174.09, 58.62);(220.46, 84.72);(168.2, 86.39);(227.63, 109.71);(164.68, 111.81);(229.32, 117.41);(163.45, 119.88);(227.78, 116.73);(165.31, 119.38);(226.74, 114.39);(166.44, 116.99);(203.06, 115.81);(180.52, 114.94);(199.58, 156.83);(178.32, 157.14);(196.5, 191.45);(181.64, 195.41);(194.63, 196.67);(183.83, 200.96);(201.99, 203.54);(170.87, 207.65)
2.23;videos/cuts_train/fall03.mp4;walk;(191.34, 32.25);(193.81, 27.83);(195.25, 27.73);(196.62, 27.67);(189.1, 28.08);(187.42, 28.13);(185.92, 28.29);(198.75, 29.44);(184.01, 30.49);(194.24, 37.0);(188.56, 37.08);(212.98, 57.48);(174.02, 58.45);(220.64, 84.72);(168.27, 86.37);(228.43, 109.61);(164.61, 111.77);(230.12, 117.31);(163.18, 119.84);(228.57, 116.7);(164.68, 119.36);(227.49, 114.32);(165.96, 116.97);(203.27, 115.85);(180.62, 114.95);(199.6, 157.47);(178.76, 158.08);(196.45, 191.75);(181.24, 197.88);(194.4, 197.24);(183.32, 203.71);(201.99, 203.53);(171.67, 209.61)
