time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.6;videos/cuts_train/fall03.mp4;walk;(185.54, 44.45);(187.49, 40.33);(188.98, 40.2);(190.35, 40.16);(183.24, 40.69);(182.04, 40.82);(180.8, 41.02);(192.56, 41.55);(179.99, 42.94);(188.95, 48.48);(183.89, 48.63);(205.98, 64.25);(173.05, 65.79);(212.4, 87.51);(164.47, 86.99);(216.52, 109.11);(156.91, 105.7);(217.63, 116.42);(154.34, 111.51);(216.03, 116.47);(155.52, 110.73);(214.99, 114.52);(156.89, 108.77);(199.69, 112.46);(182.14, 113.18);(199.04, 150.35);(186.83, 149.55);(197.66, 183.55);(193.95, 178.34);(197.22, 188.15);(195.31, 181.8);(200.76, 193.49);(186.9, 186.96)
1.63;videos/cuts_train/fall03.mp4;walk;(185.75, 44.35);(187.66, 40.12);(189.15, 39.97);(190.51, 39.91);(183.44, 40.52);(182.25, 40.65);(181.02, 40.83);(192.67, 41.29);(180.11, 42.74);(189.11, 48.37);(184.07, 48.58);(206.05, 64.22);(173.05, 65.55);(212.26, 87.6);(164.32, 86.89);(216.47, 109.73);(157.07, 105.62);(217.59, 117.17);(154.57, 111.48);(216.06, 117.21);(155.78, 110.55);(215.01, 115.1);(157.09, 108.6);(199.42, 112.97);(182.06, 113.62);(198.55, 150.71);(186.62, 149.87);(197.3, 184.43);(193.65, 178.33);(196.67, 189.11);(194.85, 181.8);(200.5, 194.49);(186.88, 187.05)
1.67;videos/cuts_train/fall03.mp4;walk;(185.83, 44.18);(187.7, 39.92);(189.18, 39.77);(190.54, 39.72);(183.59, 40.34);(182.39, 40.48);(181.16, 40.64);(192.75, 41.13);(180.24, 42.6);(189.15, 48.23);(184.21, 48.53);(206.1, 64.18);(173.08, 65.37);(212.19, 87.73);(164.39, 86.91);(216.42, 110.53);(156.93, 105.75);(217.58, 118.08);(154.62, 111.59);(216.04, 118.14);(155.75, 110.53);(214.96, 115.91);(157.01, 108.6);(199.25, 113.6);(182.0, 114.13);(197.84, 151.3);(186.29, 150.25);(197.03, 185.32);(193.47, 178.27);(196.34, 190.13);(194.75, 181.8);(200.2, 196.18);(186.76, 187.21)
1.7;videos/cuts_train/fall03.mp4;walk;(185.92, 43.62);(187.86, 39.33);(189.33, 39.2);(190.65, 39.18);(183.63, 39.77);(182.48, 39.93);(181.22, 40.12);(192.8, 40.67);(180.33, 42.18);(189.21, 47.76);(184.3, 48.14);(206.11, 64.09);(173.13, 65.26);(212.22, 87.93);(164.52, 86.91);(216.36, 111.4);(157.28, 105.88);(217.5, 118.96);(155.11, 111.72);(215.89, 119.02);(156.16, 110.7);(214.8, 116.74);(157.38, 108.79);(199.04, 113.84);(181.72, 114.21);(197.38, 151.68);(185.77, 150.57);(196.75, 185.07);(192.7, 177.22);(195.95, 190.08);(194.3, 181.03);(200.05, 197.95);(186.6, 187.02)
1.73;videos/cuts_train/fall03.mp4;walk;(186.4, 43.0);(188.35, 38.74);(189.8, 38.66);(191.03, 38.63);(184.0, 39.16);(182.67, 39.33);(181.48, 39.55);(193.0, 40.15);(180.39, 41.63);(189.6, 47.24);(184.52, 47.75);(206.37, 63.94);(173.2, 64.91);(212.25, 88.36);(164.75, 86.89);(216.34, 112.81);(157.58, 105.97);(217.47, 120.06);(155.21, 111.79);(215.81, 120.07);(156.4, 110.84);(214.74, 117.76);(157.66, 108.82);(198.79, 114.05);(181.39, 114.22);(197.63, 151.96);(185.37, 150.75);(196.63, 185.06);(191.96, 176.01);(195.55, 190.23);(193.95, 179.8);(200.48, 199.48);(186.49, 186.8)
1.77;videos/cuts_train/fall03.mp4;walk;(186.73, 41.95);(188.72, 37.74);(190.2, 37.68);(191.37, 37.67);(184.31, 38.05);(182.83, 38.21);(181.68, 38.45);(193.38, 39.31);(180.54, 40.73);(189.95, 46.35);(184.71, 46.75);(206.77, 63.72);(173.26, 64.34);(212.29, 88.47);(164.89, 86.88);(216.35, 113.52);(158.06, 106.3);(217.49, 120.73);(156.31, 112.95);(215.84, 120.67);(157.25, 112.03);(214.77, 118.31);(158.39, 109.8);(198.51, 114.0);(180.77, 114.2);(197.63, 152.25);(184.9, 150.82);(196.81, 185.59);(191.39, 175.66);(195.87, 190.95);(193.66, 179.64);(200.43, 200.3);(186.2, 186.76)
1.8;videos/cuts_train/fall03.mp4;walk;(187.38, 41.26);(189.43, 37.04);(190.9, 36.97);(191.93, 36.95);(184.95, 37.3);(183.39, 37.44);(182.12, 37.69);(194.06, 38.54);(180.88, 39.9);(190.52, 45.6);(185.2, 46.05);(207.38, 63.34);(173.3, 63.82);(212.31, 88.48);(164.97, 86.91);(216.27, 113.77);(159.47, 107.6);(217.44, 121.13);(158.09, 114.77);(215.8, 121.04);(159.09, 113.98);(214.72, 118.58);(160.43, 111.76);(198.57, 113.96);(180.35, 114.04);(197.79, 152.63);(184.41, 150.77);(196.97, 186.46);(190.82, 175.41);(195.9, 191.41);(193.26, 179.42);(200.64, 200.72);(185.99, 186.77)
1.83;videos/cuts_train/fall03.mp4;walk;(188.57, 39.84);(190.58, 35.64);(191.85, 35.59);(192.86, 35.56);(186.12, 35.87);(184.59, 35.96);(183.14, 36.13);(195.07, 37.23);(181.58, 38.26);(191.51, 44.18);(186.26, 44.39);(207.74, 62.75);(173.33, 63.08);(212.33, 88.41);(165.17, 86.94);(216.29, 113.53);(160.72, 108.7);(217.46, 121.08);(159.54, 116.37);(215.82, 120.95);(160.8, 115.41);(214.74, 118.49);(162.28, 112.97);(198.56, 113.93);(180.03, 113.98);(197.88, 153.13);(183.56, 151.16);(197.07, 187.42);(190.11, 175.23);(196.01, 192.3);(192.74, 179.1);(200.63, 201.11);(185.69, 186.77)
1.87;videos/cuts_train/fall03.mp4;walk;(189.25, 38.85);(191.42, 34.8);(192.62, 34.79);(193.75, 34.79);(186.94, 34.94);(185.41, 35.02);(183.97, 35.14);(196.03, 36.48);(182.3, 37.21);(192.14, 43.25);(186.91, 43.25);(208.25, 62.05);(173.37, 62.31);(212.66, 88.33);(165.34, 86.94);(216.41, 113.33);(161.53, 109.39);(217.52, 120.93);(160.25, 117.07);(215.93, 120.81);(161.8, 116.19);(214.93, 118.4);(163.35, 113.78);(198.59, 113.97);(180.08, 113.96);(198.0, 153.7);(182.27, 151.7);(197.21, 188.48);(189.39, 174.62);(196.11, 192.97);(192.25, 178.05);(200.68, 201.72);(185.23, 186.78)
1.9;videos/cuts_train/fall03.mp4;walk;(189.78, 38.04);(192.03, 34.02);(193.21, 34.03);(194.46, 34.08);(187.55, 34.04);(186.0, 34.1);(184.59, 34.17);(196.72, 35.77);(182.8, 36.24);(192.61, 42.54);(187.36, 42.43);(208.82, 61.56);(173.41, 61.93);(213.29, 88.16);(165.59, 86.96);(217.02, 113.27);(162.83, 110.04);(218.05, 120.85);(161.52, 118.09);(216.27, 120.68);(163.31, 117.25);(215.31, 118.27);(164.85, 114.71);(199.18, 114.55);(180.22, 114.27);(198.08, 154.91);(180.15, 152.61);(197.27, 188.69);(188.7, 174.65);(196.14, 192.83);(191.66, 177.93);(200.5, 201.87);(184.33, 186.85)
1.93;videos/cuts_train/fall03.mp4;walk;(190.46, 37.18);(192.74, 33.23);(193.95, 33.25);(195.32, 33.34);(188.38, 33.2);(186.81, 33.23);(185.41, 33.31);(197.48, 35.01);(183.28, 35.41);(193.11, 41.79);(188.0, 41.63);(209.53, 61.24);(173.46, 61.58);(214.76, 87.83);(165.8, 86.97);(218.31, 113.15);(163.82, 111.02);(219.05, 120.96);(162.59, 119.1);(216.9, 120.7);(164.79, 118.35);(216.02, 118.28);(166.13, 115.83);(199.93, 114.79);(180.32, 114.47);(198.1, 155.37);(179.14, 153.02);(197.21, 188.9);(187.78, 174.66);(196.1, 192.77);(190.75, 177.52);(200.18, 202.15);(183.57, 186.96)
1.97;videos/cuts_train/fall03.mp4;walk;(190.93, 36.32);(193.19, 32.44);(194.47, 32.48);(195.89, 32.61);(188.86, 32.35);(187.26, 32.37);(185.85, 32.46);(198.08, 34.33);(183.58, 34.57);(193.51, 41.03);(188.4, 40.73);(210.05, 60.86);(173.57, 61.21);(215.38, 87.56);(166.13, 86.98);(219.37, 113.09);(164.26, 111.52);(220.11, 121.04);(163.14, 119.44);(217.7, 120.66);(165.29, 118.71);(216.83, 118.24);(166.5, 116.27);(200.14, 115.08);(180.29, 114.64);(198.17, 155.76);(178.01, 153.35);(197.19, 188.87);(187.02, 174.71);(196.14, 192.8);(190.04, 177.57);(200.1, 202.32);(181.48, 187.42)
2.0;videos/cuts_train/fall03.mp4;walk;(191.35, 35.69);(193.64, 31.86);(194.97, 31.91);(196.4, 32.04);(189.28, 31.72);(187.64, 31.69);(186.2, 31.77);(198.51, 33.7);(183.85, 33.9);(193.82, 40.42);(188.74, 40.06);(210.58, 60.55);(173.64, 60.99);(216.13, 87.22);(166.42, 86.98);(220.55, 113.02);(164.46, 111.97);(221.27, 121.02);(163.52, 119.68);(219.13, 120.64);(165.51, 118.96);(218.41, 118.25);(166.63, 116.66);(200.38, 115.45);(180.23, 114.89);(198.28, 156.26);(177.39, 153.65);(197.14, 188.99);(185.72, 175.68);(196.1, 192.98);(188.67, 178.88);(200.19, 202.8);(178.71, 189.11)
2.03;videos/cuts_train/fall03.mp4;walk;(191.6, 34.93);(193.95, 31.05);(195.32, 31.14);(196.77, 31.3);(189.53, 30.83);(187.86, 30.79);(186.4, 30.86);(198.94, 33.03);(184.02, 33.07);(194.07, 39.67);(188.88, 39.21);(211.23, 60.08);(173.73, 60.66);(216.77, 86.8);(167.06, 86.98);(221.36, 112.58);(164.77, 112.14);(222.23, 121.0);(163.88, 119.89);(220.18, 120.55);(165.75, 119.25);(219.42, 118.17);(166.79, 116.98);(200.61, 115.72);(180.09, 114.96);(198.35, 156.67);(176.93, 154.13);(197.03, 189.63);(184.53, 178.27);(196.08, 193.74);(187.53, 182.9);(200.23, 203.19);(176.36, 192.04)
2.07;videos/cuts_train/fall03.mp4;walk;(191.63, 34.29);(194.05, 30.3);(195.38, 30.37);(196.84, 30.5);(189.56, 30.14);(187.9, 30.12);(186.45, 30.19);(199.07, 32.25);(184.15, 32.34);(194.19, 39.0);(188.86, 38.61);(211.85, 59.52);(173.88, 60.19);(217.83, 86.42);(167.96, 86.99);(222.38, 112.5);(165.0, 112.13);(223.86, 120.93);(164.04, 120.02);(221.91, 120.42);(165.87, 119.45);(221.04, 118.11);(166.88, 117.12);(200.98, 115.89);(180.09, 114.99);(198.45, 156.8);(177.29, 154.33);(196.87, 190.26);(183.57, 181.82);(195.96, 194.49);(186.42, 186.75);(200.29, 203.71);(174.4, 195.46)
2.1;videos/cuts_train/fall03.mp4;walk;(191.6, 33.73);(194.06, 29.62);(195.38, 29.67);(196.83, 29.76);(189.49, 29.51);(187.84, 29.51);(186.39, 29.59);(199.09, 31.53);(184.18, 31.78);(194.32, 38.48);(188.83, 38.17);(212.43, 59.02);(173.97, 59.72);(218.66, 86.0);(168.16, 86.96);(223.71, 112.2);(164.94, 112.0);(225.44, 120.38);(163.84, 119.96);(223.54, 119.71);(165.68, 119.39);(222.53, 117.49);(166.71, 117.02);(201.65, 115.83);(180.11, 114.97);(198.8, 156.63);(177.71, 154.8);(196.79, 190.52);(183.39, 186.09);(195.81, 194.83);(185.99, 190.51);(201.0, 203.89);(173.6, 198.84)
2.13;videos/cuts_train/fall03.mp4;walk;(191.59, 33.46);(194.1, 29.3);(195.43, 29.31);(196.87, 29.36);(189.44, 29.29);(187.8, 29.33);(186.33, 29.4);(199.14, 31.05);(184.2, 31.53);(194.41, 38.21);(188.81, 38.01);(212.82, 58.42);(174.03, 59.27);(219.73, 85.17);(168.17, 86.8);(225.18, 111.2);(164.85, 111.91);(227.01, 119.28);(163.66, 119.88);(225.12, 118.56);(165.53, 119.35);(224.09, 116.29);(166.59, 116.98);(202.58, 115.82);(180.33, 114.96);(199.44, 156.57);(178.04, 155.41);(196.66, 190.65);(182.85, 189.61);(195.31, 194.98);(185.15, 194.0);(201.66, 203.75);(172.17, 202.1)
2.17;videos/cuts_train/fall03.mp4;walk;(191.52, 32.91);(193.99, 28.67);(195.33, 28.65);(196.75, 28.63);(189.39, 28.81);(187.75, 28.86);(186.31, 28.97);(199.02, 30.39);(184.16, 31.19);(194.37, 37.7);(188.77, 37.6);(213.05, 58.17);(174.07, 58.93);(220.02, 84.93);(168.15, 86.55);(226.22, 110.1);(164.75, 111.85);(228.25, 117.76);(163.52, 119.86);(226.79, 116.87);(165.36, 119.35);(225.69, 114.61);(166.45, 116.98);(202.85, 115.8);(180.43, 114.95);(199.55, 156.52);(178.24, 156.2);(196.53, 190.76);(182.18, 192.44);(194.89, 195.43);(184.42, 197.58);(201.9, 203.58);(171.32, 205.02)
2.2;videos/cuts_train/fall03.mp4;walk;(191.49, 32.59);(193.93, 28.26);(195.26, 28.21);(196.7, 28.16);(189.36, 28.5);(187.73, 28.55);(186.22, 28.7);(198.93, 29.95);(184.14, 30.9);(194.31, 37.33);(188.76, 37.33);(213.07, 57.69);(174.09, 58.62);(220.46, 84.72);(168.2, 86.39);(227.63, 109.71);(164.68, 111.81);(229.32, 117.41);(163.45, 119.88);(227.78, 116.73);(165.31, 119.38);(226.74, 114.39);(166.44, 116.99);(203.06, 115.81);(180.52, 114.94);(199.58, 156.83);(178.32, 157.14);(196.5, 191.45);(181.64, 195.41);(194.63, 196.67);(183.83, 200.96);(201.99, 203.54);(170.87, 207.65)
2.23;videos/cuts_train/fall03.mp4;walk;(191.34, 32.25);(193.81, 27.83);(195.25, 27.73);(196.62, 27.67);(189.1, 28.08);(187.42, 28.13);(185.92, 28.29);(198.75, 29.44);(184.01, 30.49);(194.24, 37.0);(188.56, 37.08);(212.98, 57.48);(174.02, 58.45);(220.64, 84.72);(168.27, 86.37);(228.43, 109.61);(164.61, 111.77);(230.12, 117.31);(163.18, 119.84);(228.57, 116.7);(164.68, 119.36);(227.49, 114.32);(165.96, 116.97);(203.27, 115.85);(180.62, 114.95);(199.6, 157.47);(178.76, 158.08);(196.45, 191.75);(181.24, 197.88);(194.4, 197.24);(183.32, 203.71);(201.99, 203.53);(171.67, 209.61)
2.27;videos/cuts_train/fall03.mp4;walk;(190.88, 31.99);(193.38, 27.49);(194.98, 27.39);(196.37, 27.35);(188.51, 27.67);(186.76, 27.74);(185.43, 27.91);(198.28, 29.12);(183.66, 30.19);(193.91, 36.79);(188.03, 36.87);(212.9, 57.32);(173.95, 58.29);(220.89, 84.8);(168.34, 86.38);(228.6, 109.63);(164.28, 111.81);(230.58, 117.31);(162.69, 119.93);(228.94, 116.67);(163.83, 119.5);(227.78, 114.28);(165.19, 117.1);(203.21, 115.95);(180.61, 115.11);(199.61, 158.05);(178.99, 159.06);(196.41, 191.95);(180.85, 199.86);(194.29, 197.6);(183.02, 205.72);(201.97, 203.62);(171.79, 211.72)
2.3;videos/cuts_train/fall03.mp4;walk;(190.28, 31.51);(192.8, 26.89);(194.48, 26.78);(195.99, 26.72);(187.78, 27.08);(186.05, 27.18);(184.89, 27.37);(197.63, 28.5);(183.17, 29.76);(193.46, 36.36);(187.39, 36.48);(212.83, 57.27);(173.8, 58.24);(221.07, 84.81);(168.53, 86.47);(228.76, 109.71);(163.89, 111.89);(230.8, 117.41);(162.14, 120.08);(228.96, 116.79);(162.91, 119.68);(227.8, 114.41);(164.29, 117.32);(203.14, 116.2);(180.56, 115.47);(199.64, 158.72);(179.23, 160.05);(196.35, 191.83);(180.49, 201.66);(194.12, 197.49);(182.77, 207.15);(201.97, 203.74);(172.13, 213.58)
2.33;videos/cuts_train/fall03.mp4;walk;(189.9, 31.26);(192.41, 26.57);(194.07, 26.44);(195.64, 26.36);(187.29, 26.8);(185.57, 26.9);(184.47, 27.12);(197.07, 28.03);(182.69, 29.49);(193.13, 36.08);(186.95, 36.25);(212.77, 57.12);(173.6, 58.08);(221.1, 84.87);(168.38, 86.47);(228.8, 109.76);(162.97, 111.96);(230.85, 117.45);(161.03, 120.22);(228.87, 116.87);(161.68, 119.84);(227.69, 114.5);(163.08, 117.49);(203.11, 116.29);(180.56, 115.75);(199.68, 159.12);(179.43, 160.48);(196.35, 191.8);(180.19, 203.02);(194.15, 197.5);(182.54, 208.74);(201.99, 203.88);(172.45, 214.67)
2.37;videos/cuts_train/fall03.mp4;walk;(189.25, 30.88);(191.87, 26.14);(193.48, 26.04);(195.11, 25.98);(186.65, 26.34);(185.04, 26.46);(183.91, 26.69);(196.55, 27.74);(182.11, 29.19);(192.51, 35.82);(186.29, 35.88);(212.5, 56.85);(172.77, 58.02);(220.95, 84.85);(167.65, 86.48);(228.54, 109.81);(161.94, 112.06);(230.55, 117.47);(159.85, 120.49);(228.66, 116.92);(160.62, 120.11);(227.5, 114.53);(162.13, 117.71);(203.07, 116.29);(180.55, 116.03);(199.68, 159.64);(179.75, 161.17);(196.37, 191.8);(180.02, 205.23);(194.16, 197.5);(182.56, 211.08);(202.03, 203.94);(172.33, 216.48)
2.4;videos/cuts_train/fall03.mp4;walk;(188.47, 30.13);(191.27, 25.52);(192.89, 25.46);(194.5, 25.43);(185.84, 25.65);(184.42, 25.76);(183.13, 25.94);(196.09, 27.31);(181.47, 28.55);(191.82, 35.21);(185.52, 35.06);(211.74, 56.36);(171.74, 58.08);(220.82, 84.81);(166.56, 86.72);(228.27, 110.08);(160.55, 112.75);(230.3, 117.71);(158.64, 121.18);(228.58, 117.14);(159.69, 120.86);(227.44, 114.8);(161.1, 118.49);(203.06, 116.32);(180.45, 116.4);(199.69, 160.03);(179.92, 161.75);(196.43, 191.8);(180.14, 206.32);(194.19, 197.62);(182.74, 212.06);(202.27, 204.18);(172.51, 218.43)
2.43;videos/cuts_train/fall03.mp4;walk;(187.64, 29.74);(190.5, 25.07);(192.2, 25.02);(193.78, 25.04);(185.0, 25.19);(183.69, 25.29);(182.17, 25.48);(195.56, 27.05);(180.64, 28.16);(190.97, 34.94);(184.73, 34.72);(211.05, 56.15);(170.47, 58.11);(220.79, 84.77);(165.5, 86.77);(228.07, 110.32);(159.78, 112.86);(230.1, 118.09);(157.74, 121.27);(228.39, 117.52);(158.73, 120.97);(227.27, 115.2);(160.16, 118.64);(203.04, 116.39);(180.23, 116.8);(199.69, 160.66);(180.1, 162.76);(196.44, 191.78);(180.25, 207.67);(194.22, 197.52);(182.89, 213.2);(202.28, 204.39);(172.93, 220.6)
2.47;videos/cuts_train/fall03.mp4;walk;(186.7, 28.96);(189.57, 24.31);(191.35, 24.27);(192.84, 24.27);(184.08, 24.42);(182.73, 24.52);(181.03, 24.67);(194.81, 26.32);(179.61, 27.32);(189.92, 34.14);(183.85, 33.94);(210.11, 55.74);(169.34, 58.0);(220.01, 84.63);(164.52, 86.78);(227.4, 110.74);(158.9, 112.98);(229.86, 118.87);(156.92, 121.31);(228.24, 118.43);(157.83, 120.96);(227.05, 116.2);(159.21, 118.63);(202.91, 116.4);(179.89, 116.95);(199.63, 160.84);(180.14, 163.41);(196.45, 191.4);(180.38, 208.14);(194.24, 196.87);(182.99, 213.25);(202.28, 204.45);(173.04, 222.46)
2.5;videos/cuts_train/fall03.mp4;walk;(185.64, 28.02);(188.56, 23.45);(190.47, 23.46);(191.94, 23.49);(183.12, 23.52);(181.61, 23.6);(179.85, 23.74);(194.02, 25.68);(178.23, 26.51);(188.93, 33.33);(182.88, 32.98);(209.03, 55.42);(167.17, 57.88);(218.72, 84.61);(162.82, 86.76);(225.99, 110.99);(157.47, 113.23);(228.29, 119.49);(155.4, 121.62);(226.86, 119.0);(156.55, 121.23);(225.68, 116.93);(158.01, 118.91);(202.38, 116.69);(179.3, 117.16);(199.6, 161.34);(180.13, 164.18);(196.5, 191.11);(180.41, 208.32);(194.34, 196.18);(183.05, 213.15);(202.31, 204.43);(173.61, 223.27)
2.53;videos/cuts_train/fall03.mp4;walk;(184.38, 27.09);(187.41, 22.53);(189.39, 22.55);(190.9, 22.58);(181.99, 22.62);(180.35, 22.71);(178.59, 22.86);(193.14, 24.76);(176.99, 25.58);(187.81, 32.51);(181.78, 32.21);(207.89, 54.8);(165.48, 56.88);(217.44, 84.48);(161.01, 86.41);(224.75, 111.32);(155.82, 113.42);(226.36, 120.02);(153.86, 122.08);(225.04, 119.54);(155.21, 121.76);(224.02, 117.51);(156.6, 119.4);(201.95, 116.77);(178.65, 117.3);(199.41, 161.64);(179.45, 164.6);(196.55, 190.85);(180.49, 208.69);(194.57, 195.1);(183.16, 213.41);(202.3, 204.42);(174.21, 224.06)
2.57;videos/cuts_train/fall03.mp4;walk;(183.6, 26.41);(186.52, 21.7);(188.41, 21.7);(189.91, 21.68);(181.03, 21.89);(179.45, 21.98);(177.58, 22.15);(192.1, 23.81);(175.89, 24.84);(186.94, 31.89);(180.81, 31.69);(206.88, 54.08);(163.86, 55.78);(216.31, 84.29);(159.06, 86.1);(223.4, 112.15);(153.82, 113.63);(224.73, 121.02);(152.14, 122.7);(223.4, 120.44);(153.85, 122.21);(222.32, 118.36);(155.13, 119.74);(201.29, 116.76);(177.78, 117.27);(199.23, 161.64);(179.01, 164.74);(196.74, 190.76);(180.82, 208.53);(195.02, 194.59);(183.54, 213.3);(202.32, 204.39);(174.48, 224.71)
2.6;videos/cuts_train/fall03.mp4;walk;(182.58, 25.59);(185.46, 20.77);(187.3, 20.72);(188.8, 20.65);(179.88, 21.12);(178.35, 21.23);(176.48, 21.42);(190.99, 22.62);(174.77, 24.02);(185.95, 31.09);(179.7, 31.0);(206.03, 53.36);(162.41, 55.37);(215.29, 84.09);(157.6, 86.03);(222.31, 112.37);(152.14, 113.9);(223.77, 121.2);(150.53, 123.27);(222.1, 120.63);(152.44, 122.55);(220.91, 118.52);(153.66, 120.01);(200.62, 116.71);(177.08, 117.35);(199.0, 161.57);(178.39, 164.83);(197.14, 190.74);(181.36, 208.23);(195.94, 194.31);(184.07, 213.16);(202.32, 204.39);(174.83, 225.0)
2.63;videos/cuts_train/fall03.mp4;walk;(181.7, 24.36);(184.41, 19.48);(186.2, 19.43);(187.75, 19.35);(178.74, 19.88);(177.22, 20.02);(175.33, 20.25);(189.96, 21.35);(173.49, 22.97);(185.26, 29.88);(178.7, 29.94);(205.38, 52.37);(161.02, 54.94);(214.67, 83.63);(156.2, 85.93);(221.8, 112.33);(150.3, 113.98);(223.12, 121.18);(148.97, 123.48);(221.21, 120.72);(151.24, 122.55);(220.03, 118.56);(152.36, 119.97);(200.11, 116.6);(176.42, 117.37);(198.99, 161.48);(177.67, 164.91);(197.49, 190.73);(181.78, 208.02);(196.57, 193.62);(184.54, 213.28);(202.31, 204.38);(174.88, 224.82)
2.67;videos/cuts_train/fall03.mp4;walk;(181.01, 23.29);(183.43, 18.38);(185.17, 18.32);(186.75, 18.23);(177.81, 18.71);(176.29, 18.86);(174.5, 19.1);(188.82, 20.2);(172.41, 21.95);(184.58, 28.83);(177.9, 29.03);(204.69, 51.49);(160.06, 54.3);(214.42, 82.91);(154.6, 85.61);(221.44, 112.32);(149.1, 113.95);(222.83, 121.15);(147.81, 123.57);(220.5, 120.79);(150.26, 122.62);(219.24, 118.6);(151.38, 119.96);(199.56, 116.45);(175.61, 117.36);(199.06, 161.4);(176.95, 164.91);(197.76, 190.72);(182.18, 207.74);(197.18, 193.16);(185.09, 213.1);(202.27, 204.37);(175.06, 224.47)
2.7;videos/cuts_train/fall03.mp4;walk;(180.3, 22.38);(182.58, 17.42);(184.33, 17.36);(185.99, 17.27);(176.88, 17.72);(175.3, 17.86);(173.58, 18.09);(187.97, 19.29);(171.16, 21.14);(183.96, 27.98);(177.1, 28.28);(203.95, 51.0);(159.01, 53.95);(213.88, 82.34);(153.29, 85.51);(220.89, 112.28);(148.12, 113.95);(222.47, 121.1);(146.82, 123.69);(219.96, 120.82);(149.13, 122.76);(218.55, 118.59);(150.26, 120.1);(199.44, 116.37);(175.33, 117.44);(200.76, 161.35);(176.69, 165.25);(197.96, 189.19);(182.36, 207.97);(197.12, 190.59);(185.22, 213.44);(202.3, 204.3);(175.13, 224.62)
2.73;videos/cuts_train/fall03.mp4;walk;(179.53, 21.83);(181.74, 16.82);(183.5, 16.7);(185.22, 16.59);(176.02, 17.16);(174.26, 17.35);(172.73, 17.58);(187.09, 18.52);(170.22, 20.56);(183.34, 27.42);(176.37, 27.78);(203.82, 50.53);(158.4, 53.46);(213.42, 82.18);(152.06, 85.33);(220.24, 112.27);(146.88, 114.22);(222.11, 121.09);(145.46, 123.87);(219.68, 120.89);(147.7, 122.97);(218.14, 118.59);(148.77, 120.42);(199.18, 116.37);(175.15, 117.56);(202.43, 161.39);(176.74, 165.47);(198.23, 188.41);(182.47, 208.03);(197.06, 189.53);(185.29, 213.34);(203.13, 204.32);(175.52, 224.9)
2.77;videos/cuts_train/fall03.mp4;walk;(178.8, 20.87);(180.88, 15.71);(182.75, 15.51);(184.46, 15.36);(175.11, 16.31);(173.24, 16.62);(171.81, 16.91);(186.43, 17.27);(169.32, 19.9);(182.92, 26.52);(175.71, 27.06);(203.56, 50.03);(157.84, 52.31);(212.95, 82.02);(150.46, 84.67);(220.0, 112.21);(144.72, 114.46);(222.03, 121.06);(142.43, 123.99);(219.76, 120.86);(144.5, 123.14);(218.2, 118.56);(145.85, 120.62);(198.71, 116.35);(174.5, 117.64);(203.18, 161.46);(176.84, 165.72);(198.71, 188.95);(182.76, 207.98);(197.1, 189.66);(185.45, 213.21);(205.59, 205.79);(175.65, 225.45)
2.8;videos/cuts_train/fall03.mp4;walk;(178.51, 20.11);(180.52, 14.91);(182.4, 14.63);(184.02, 14.47);(174.84, 15.66);(172.83, 16.01);(171.45, 16.33);(186.08, 16.24);(169.04, 19.19);(182.65, 25.76);(175.42, 26.49);(203.58, 49.32);(157.36, 51.07);(212.82, 81.91);(149.22, 83.76);(219.96, 112.2);(142.93, 114.44);(222.01, 121.05);(140.33, 123.96);(219.81, 120.87);(142.46, 123.14);(218.26, 118.55);(143.93, 120.58);(198.24, 116.3);(173.7, 117.66);(203.4, 161.5);(176.91, 165.89);(198.85, 191.98);(182.9, 207.87);(197.08, 195.33);(185.6, 213.05);(207.4, 208.81);(175.64, 225.74)
2.83;videos/cuts_train/fall03.mp4;walk;(178.46, 19.22);(180.45, 14.01);(182.31, 13.69);(183.82, 13.48);(174.85, 14.87);(172.82, 15.19);(171.31, 15.53);(185.89, 15.15);(169.03, 18.2);(182.53, 24.82);(175.42, 25.62);(203.55, 48.66);(156.74, 50.02);(212.62, 81.45);(148.37, 82.88);(219.74, 111.45);(141.24, 114.28);(221.88, 120.89);(138.43, 123.91);(219.73, 120.73);(140.66, 123.03);(218.16, 118.26);(142.25, 120.23);(198.14, 116.03);(173.39, 117.66);(203.72, 161.48);(176.79, 165.92);(199.37, 196.59);(183.22, 207.78);(197.29, 201.64);(185.96, 212.95);(210.43, 213.21);(175.63, 225.73)
2.87;videos/cuts_train/fall03.mp4;walk;(178.46, 18.31);(180.51, 13.07);(182.34, 12.77);(183.73, 12.55);(174.9, 13.97);(172.91, 14.25);(171.2, 14.6);(185.97, 14.18);(169.07, 17.21);(182.56, 23.85);(175.53, 24.61);(203.58, 48.02);(156.45, 48.85);(212.43, 81.15);(147.29, 81.72);(219.68, 110.84);(140.0, 113.88);(221.85, 120.73);(137.01, 123.6);(219.69, 120.51);(139.54, 122.64);(218.11, 117.89);(141.23, 119.62);(198.14, 115.99);(173.06, 117.76);(204.25, 162.16);(176.66, 166.42);(199.81, 202.17);(183.3, 207.73);(197.39, 207.42);(186.18, 212.89);(212.29, 217.71);(175.63, 225.71)
