time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
3.13;videos/cuts_train/fall02.mp4;fallen;(63.22, 223.44);(57.55, 226.12);(57.14, 226.06);(56.2, 226.03);(58.26, 228.04);(58.2, 229.43);(58.12, 230.91);(56.38, 229.69);(58.57, 235.18);(67.34, 222.82);(67.39, 224.45);(77.13, 228.04);(80.01, 246.42);(101.33, 224.85);(91.4, 241.2);(126.33, 215.44);(80.38, 221.27);(134.91, 211.24);(82.14, 215.88);(133.76, 212.98);(78.55, 216.61);(130.79, 215.44);(79.02, 223.21);(144.74, 219.87);(152.2, 233.24);(157.4, 172.41);(160.62, 177.44);(191.84, 212.6);(197.48, 212.89);(192.91, 220.87);(198.09, 218.89);(209.95, 210.12);(221.61, 208.08)
3.17;videos/cuts_train/fall02.mp4;fallen;(63.43, 223.48);(57.79, 226.3);(57.38, 226.26);(56.65, 226.23);(58.49, 228.19);(58.39, 229.63);(58.23, 231.02);(56.8, 229.65);(58.64, 235.09);(67.55, 222.83);(67.42, 224.46);(77.3, 226.77);(79.87, 244.71);(99.31, 224.25);(88.68, 237.59);(124.34, 216.21);(81.22, 220.62);(133.87, 212.69);(83.31, 215.77);(132.46, 214.43);(79.82, 215.22);(129.12, 216.27);(80.25, 222.12);(144.86, 218.76);(152.04, 233.16);(157.58, 171.92);(158.92, 176.1);(191.91, 212.56);(196.0, 212.56);(191.5, 220.85);(197.42, 218.82);(209.99, 210.63);(220.99, 208.02)
3.2;videos/cuts_train/fall02.mp4;fallen;(62.98, 222.98);(56.82, 225.79);(56.51, 225.81);(56.09, 225.86);(57.85, 227.59);(57.97, 229.05);(58.02, 230.47);(56.85, 229.59);(58.72, 234.99);(66.66, 222.59);(67.55, 224.1);(77.32, 226.49);(79.78, 244.06);(99.44, 225.11);(88.15, 237.27);(129.21, 217.35);(81.54, 220.49);(138.22, 213.79);(83.06, 215.55);(137.8, 215.29);(80.46, 214.48);(134.63, 217.16);(79.88, 221.95);(145.25, 218.44);(151.86, 232.98);(158.04, 171.51);(158.2, 176.75);(192.03, 212.57);(195.2, 212.72);(191.91, 220.81);(196.81, 219.22);(210.13, 210.91);(219.48, 208.68)
3.23;videos/cuts_train/fall02.mp4;fallen;(61.41, 222.77);(55.88, 225.77);(55.6, 225.81);(55.34, 225.87);(56.84, 227.59);(57.08, 229.06);(57.25, 230.48);(56.63, 230.1);(58.66, 235.27);(65.21, 222.49);(66.28, 224.05);(78.25, 227.51);(79.97, 244.01);(105.41, 224.76);(88.66, 240.89);(137.66, 215.32);(80.77, 223.05);(147.17, 210.35);(83.49, 214.9);(147.72, 212.31);(80.39, 213.31);(144.37, 215.21);(80.03, 219.76);(145.36, 218.69);(152.2, 232.8);(158.09, 171.29);(158.67, 176.84);(192.08, 212.53);(195.23, 212.76);(192.21, 220.79);(197.32, 219.29);(210.07, 210.59);(219.02, 208.41)
3.27;videos/cuts_train/fall02.mp4;fallen;(60.51, 222.91);(55.26, 225.83);(54.99, 225.9);(54.79, 225.98);(55.93, 227.63);(56.02, 229.14);(56.07, 230.55);(55.71, 230.74);(57.13, 235.75);(64.52, 223.0);(65.32, 224.75);(78.26, 228.86);(79.34, 243.31);(106.56, 224.74);(89.05, 243.26);(136.28, 215.2);(79.64, 226.2);(145.44, 210.38);(82.27, 217.02);(145.45, 212.29);(77.55, 220.36);(142.28, 215.05);(78.51, 220.77);(143.57, 218.92);(150.87, 233.73);(158.33, 171.56);(164.16, 185.87);(192.13, 212.54);(195.44, 212.74);(192.4, 220.79);(197.99, 219.16);(210.13, 209.99);(219.61, 208.22)
3.3;videos/cuts_train/fall02.mp4;fallen;(57.43, 224.71);(54.47, 227.82);(52.96, 228.23);(52.79, 228.22);(55.11, 229.18);(55.15, 231.28);(55.21, 232.71);(54.73, 231.88);(56.07, 236.55);(61.77, 224.95);(63.58, 227.97);(78.3, 230.92);(77.44, 251.63);(107.48, 224.69);(90.84, 244.1);(135.28, 214.19);(80.34, 228.46);(143.95, 209.29);(82.12, 223.76);(143.86, 211.11);(77.87, 224.84);(140.78, 214.19);(78.62, 226.62);(140.09, 221.05);(142.58, 236.57);(158.34, 171.78);(166.51, 190.74);(191.8, 212.61);(196.05, 212.66);(192.44, 220.75);(198.54, 219.07);(210.05, 209.72);(220.63, 208.12)
3.33;videos/cuts_train/fall02.mp4;fallen;(58.46, 224.26);(54.16, 227.27);(53.33, 227.66);(53.15, 227.68);(54.82, 228.63);(54.74, 230.71);(54.81, 232.08);(54.82, 231.39);(56.34, 235.96);(62.69, 224.51);(64.12, 227.19);(78.44, 230.97);(77.5, 248.47);(109.52, 224.67);(91.1, 241.53);(134.91, 213.98);(79.14, 227.12);(142.89, 208.91);(80.59, 221.72);(142.84, 210.07);(75.04, 224.06);(139.9, 213.17);(76.04, 225.79);(141.09, 220.93);(144.17, 231.14);(158.36, 176.04);(163.52, 176.47);(192.3, 212.58);(195.51, 212.13);(193.61, 220.74);(198.15, 218.88);(211.51, 209.51);(218.7, 208.04)
3.37;videos/cuts_train/fall02.mp4;fallen;(58.86, 223.98);(54.37, 226.92);(53.74, 227.23);(53.54, 227.26);(54.97, 228.31);(54.95, 230.21);(55.05, 231.57);(55.03, 231.08);(56.55, 235.69);(63.23, 224.29);(64.62, 226.6);(80.24, 232.0);(79.09, 248.66);(110.52, 224.51);(92.69, 237.61);(134.74, 212.98);(76.42, 226.65);(142.48, 208.29);(76.03, 221.48);(141.83, 209.76);(69.84, 224.33);(138.91, 212.65);(72.72, 225.3);(143.26, 221.46);(146.26, 231.18);(158.32, 175.58);(161.84, 171.95);(192.48, 212.2);(194.12, 211.43);(194.13, 220.73);(195.92, 218.84);(212.88, 209.5);(217.25, 207.99)
3.4;videos/cuts_train/fall02.mp4;fallen;(58.41, 223.92);(53.82, 226.71);(53.46, 226.96);(53.3, 227.01);(54.01, 228.15);(53.87, 229.88);(53.8, 231.19);(54.36, 231.0);(55.36, 235.66);(63.13, 224.2);(63.71, 226.37);(80.21, 232.05);(78.13, 248.9);(110.23, 224.39);(97.83, 238.94);(134.55, 213.53);(89.02, 226.58);(142.16, 208.82);(90.29, 222.35);(141.53, 210.2);(85.65, 223.71);(138.23, 213.09);(85.82, 225.59);(142.98, 221.63);(146.13, 231.21);(158.33, 176.81);(161.67, 171.25);(192.56, 211.96);(193.31, 210.76);(194.41, 220.73);(194.47, 218.44);(212.78, 209.41);(215.89, 205.87)
3.43;videos/cuts_train/fall02.mp4;fallen;(58.72, 224.04);(53.79, 226.62);(53.56, 226.8);(53.45, 226.84);(53.79, 228.12);(53.62, 229.68);(53.52, 230.96);(54.38, 230.89);(54.93, 235.54);(63.03, 224.59);(64.3, 226.37);(80.97, 233.26);(78.63, 249.03);(108.44, 224.24);(97.44, 234.56);(129.9, 213.43);(87.19, 226.8);(136.16, 208.83);(88.76, 223.73);(133.94, 210.23);(84.56, 225.39);(131.17, 213.08);(84.67, 227.28);(143.08, 222.33);(146.32, 231.24);(158.56, 177.22);(161.68, 170.56);(193.92, 211.88);(193.28, 210.67);(194.98, 220.83);(194.06, 218.47);(213.34, 209.61);(214.27, 205.62)
3.47;videos/cuts_train/fall02.mp4;fallen;(57.88, 224.58);(53.48, 226.73);(53.36, 226.79);(53.34, 226.77);(53.43, 228.32);(53.31, 229.7);(53.28, 230.92);(54.24, 230.84);(54.66, 235.52);(62.53, 224.81);(63.06, 226.81);(80.9, 233.46);(79.53, 248.39);(103.89, 222.12);(98.35, 229.31);(95.42, 218.03);(83.59, 226.47);(94.18, 217.1);(80.92, 222.86);(89.96, 219.27);(74.75, 225.88);(90.36, 220.37);(77.82, 227.15);(142.97, 222.86);(146.01, 230.88);(158.94, 177.71);(161.84, 171.18);(194.64, 211.95);(192.4, 210.75);(195.21, 221.12);(193.58, 218.51);(213.55, 209.88);(210.44, 205.31)
3.5;videos/cuts_train/fall02.mp4;fallen;(57.46, 225.0);(53.27, 226.87);(53.2, 226.84);(53.22, 226.77);(53.25, 228.55);(53.18, 229.82);(53.19, 231.01);(54.11, 230.86);(54.65, 235.63);(62.35, 225.16);(62.74, 227.33);(80.96, 233.67);(79.75, 248.03);(104.32, 220.8);(98.53, 224.37);(106.44, 213.26);(80.87, 225.75);(110.91, 210.16);(78.02, 222.33);(111.28, 213.47);(71.66, 225.34);(109.92, 215.25);(75.42, 226.5);(143.22, 222.82);(146.13, 229.85);(159.44, 177.67);(162.35, 169.92);(195.16, 211.89);(192.63, 210.76);(196.45, 220.92);(193.48, 218.5);(213.91, 209.93);(211.5, 204.98)
3.53;videos/cuts_train/fall02.mp4;fallen;(57.26, 225.16);(53.17, 226.97);(53.11, 226.91);(53.13, 226.83);(53.21, 228.6);(53.17, 229.8);(53.21, 230.95);(54.06, 230.96);(54.73, 235.6);(62.12, 225.23);(62.47, 227.34);(81.89, 234.86);(80.98, 247.84);(106.93, 219.98);(99.99, 222.71);(120.42, 211.36);(77.87, 225.15);(125.5, 207.29);(75.81, 221.45);(123.66, 210.43);(68.34, 225.04);(121.56, 212.62);(73.98, 226.14);(146.0, 222.9);(148.78, 229.56);(159.95, 177.65);(162.82, 169.12);(195.54, 211.83);(192.68, 210.73);(196.93, 220.61);(193.55, 218.21);(215.79, 209.93);(211.69, 206.66)
3.57;videos/cuts_train/fall02.mp4;fallen;(56.5, 225.38);(52.54, 227.23);(52.53, 227.11);(52.62, 226.98);(52.68, 228.83);(52.75, 229.94);(52.91, 231.02);(53.63, 231.04);(54.6, 235.6);(60.73, 225.27);(61.01, 227.33);(81.79, 235.09);(80.94, 247.68);(107.08, 219.73);(99.76, 225.02);(128.44, 211.3);(78.0, 224.7);(135.1, 207.08);(76.78, 221.24);(133.69, 209.94);(70.29, 224.99);(131.02, 212.22);(74.27, 225.83);(146.4, 222.93);(149.59, 229.65);(160.78, 177.65);(163.39, 168.99);(195.59, 211.83);(192.82, 210.71);(197.1, 220.46);(193.93, 217.93);(215.46, 209.95);(212.61, 207.33)
3.6;videos/cuts_train/fall02.mp4;fallen;(56.7, 225.39);(52.51, 227.44);(52.48, 227.3);(52.54, 227.14);(52.72, 228.98);(52.82, 230.02);(53.01, 231.05);(53.57, 231.11);(54.69, 235.59);(60.73, 225.22);(61.09, 227.26);(81.92, 235.47);(81.48, 248.06);(107.95, 219.98);(99.86, 226.39);(130.71, 211.36);(83.05, 223.95);(137.67, 207.31);(80.14, 221.08);(136.37, 210.03);(75.69, 224.26);(133.7, 212.29);(77.67, 225.79);(147.06, 223.07);(151.22, 230.02);(161.03, 177.78);(164.1, 169.42);(195.55, 211.84);(193.28, 210.69);(196.54, 220.32);(194.24, 217.39);(215.35, 209.96);(213.67, 207.55)
3.63;videos/cuts_train/fall02.mp4;fallen;(56.72, 225.33);(52.6, 227.68);(52.53, 227.53);(52.56, 227.35);(52.81, 229.21);(52.84, 230.22);(53.21, 231.31);(53.58, 231.95);(55.02, 235.85);(60.97, 225.19);(61.42, 227.22);(84.4, 235.99);(83.29, 248.81);(112.39, 221.45);(102.83, 230.71);(134.2, 211.88);(90.28, 223.91);(141.59, 207.38);(89.76, 220.94);(140.8, 210.07);(86.07, 223.75);(137.98, 212.37);(86.71, 225.65);(148.47, 223.83);(153.59, 231.25);(161.18, 177.92);(164.78, 169.83);(194.95, 211.95);(194.03, 210.69);(196.16, 220.37);(195.09, 217.39);(214.91, 209.98);(214.86, 207.67)
0.0;videos/cuts_train/fall03.mp4;walk;(198.25, 60.73);(199.37, 57.81);(200.34, 57.52);(201.19, 57.27);(196.69, 58.49);(195.88, 58.65);(195.07, 58.81);(202.9, 57.97);(194.52, 59.86);(200.83, 62.87);(197.38, 63.49);(214.98, 72.3);(191.33, 75.48);(222.69, 89.28);(187.47, 92.25);(225.82, 107.35);(191.71, 85.07);(227.18, 112.4);(193.56, 83.14);(225.49, 112.53);(193.95, 80.91);(224.32, 110.91);(194.16, 81.31);(212.68, 109.69);(199.51, 110.99);(214.82, 138.01);(203.87, 137.99);(216.04, 161.38);(209.1, 159.02);(215.4, 164.4);(210.26, 161.76);(219.03, 170.35);(205.0, 166.34)
0.03;videos/cuts_train/fall03.mp4;walk;(198.25, 60.9);(199.36, 57.87);(200.33, 57.6);(201.19, 57.36);(196.68, 58.57);(195.88, 58.74);(195.1, 58.9);(202.91, 57.98);(194.62, 59.9);(200.81, 62.93);(197.37, 63.59);(214.83, 72.3);(191.33, 75.39);(222.62, 89.4);(187.45, 92.28);(225.63, 107.35);(190.78, 86.91);(226.9, 112.56);(192.49, 85.07);(225.17, 112.6);(193.11, 82.42);(224.08, 111.02);(193.37, 82.98);(212.43, 109.51);(199.51, 110.71);(214.24, 137.88);(203.81, 137.99);(215.05, 161.56);(209.23, 159.11);(214.71, 165.01);(210.71, 161.76);(217.15, 170.21);(205.04, 166.2)
0.07;videos/cuts_train/fall03.mp4;walk;(198.17, 60.98);(199.26, 57.9);(200.23, 57.63);(201.12, 57.4);(196.58, 58.61);(195.83, 58.79);(195.08, 58.96);(202.91, 57.98);(194.62, 59.91);(200.67, 62.96);(197.29, 63.64);(214.68, 72.3);(191.26, 75.33);(222.6, 89.43);(187.38, 92.43);(225.26, 107.36);(190.44, 87.45);(226.5, 112.66);(192.15, 85.57);(224.8, 112.66);(192.73, 82.86);(223.75, 111.09);(193.03, 83.29);(212.05, 109.51);(199.32, 110.71);(213.66, 137.92);(203.58, 138.04);(214.17, 161.87);(209.25, 159.09);(213.72, 165.16);(210.86, 161.51);(215.48, 170.35);(205.98, 166.2)
0.1;videos/cuts_train/fall03.mp4;walk;(198.11, 60.99);(199.2, 57.9);(200.19, 57.63);(201.09, 57.4);(196.51, 58.61);(195.78, 58.79);(195.05, 58.96);(202.9, 57.97);(194.62, 59.91);(200.58, 62.96);(197.21, 63.64);(214.58, 72.31);(191.23, 75.3);(222.55, 89.63);(187.27, 92.51);(224.97, 107.6);(190.44, 87.79);(226.23, 112.99);(192.24, 85.69);(224.48, 113.08);(192.78, 83.19);(223.42, 111.55);(193.02, 83.77);(211.68, 109.51);(199.18, 110.68);(212.52, 137.92);(203.3, 138.04);(213.56, 161.94);(209.15, 159.09);(212.92, 165.29);(210.85, 161.51);(213.62, 170.49);(206.1, 166.36)
0.13;videos/cuts_train/fall03.mp4;walk;(198.07, 60.94);(199.18, 57.84);(200.17, 57.6);(201.09, 57.38);(196.46, 58.51);(195.75, 58.69);(195.03, 58.85);(202.9, 57.94);(194.61, 59.84);(200.52, 62.94);(197.12, 63.61);(214.56, 72.36);(191.11, 75.29);(222.55, 89.98);(187.2, 92.51);(224.79, 108.34);(189.99, 89.51);(225.92, 113.67);(192.01, 87.96);(223.95, 113.82);(192.49, 85.37);(222.93, 112.23);(192.63, 85.84);(211.27, 109.66);(198.76, 110.71);(211.94, 138.3);(202.62, 138.15);(212.8, 162.35);(208.75, 159.14);(212.17, 165.96);(210.64, 161.58);(212.11, 170.78);(206.06, 166.79)
0.17;videos/cuts_train/fall03.mp4;walk;(198.04, 60.93);(199.18, 57.82);(200.17, 57.58);(201.1, 57.37);(196.43, 58.48);(195.72, 58.65);(195.02, 58.81);(202.92, 57.92);(194.61, 59.79);(200.47, 62.94);(197.03, 63.61);(214.56, 72.56);(190.93, 75.22);(222.55, 90.44);(186.97, 92.51);(224.6, 109.05);(189.17, 91.49);(225.57, 114.36);(190.89, 91.24);(223.55, 114.49);(191.27, 88.56);(222.57, 112.8);(191.47, 88.44);(210.95, 109.89);(198.34, 110.85);(211.09, 138.7);(202.07, 138.55);(211.01, 162.65);(208.57, 158.59);(210.32, 166.19);(208.73, 160.51);(210.21, 170.91);(206.03, 166.79)
0.2;videos/cuts_train/fall03.mp4;walk;(198.01, 60.94);(199.18, 57.82);(200.19, 57.58);(201.13, 57.37);(196.41, 58.47);(195.71, 58.64);(195.01, 58.79);(202.95, 57.92);(194.58, 59.76);(200.45, 62.95);(196.93, 63.63);(214.56, 72.92);(190.63, 75.22);(222.51, 91.04);(186.54, 92.77);(224.23, 109.5);(188.86, 92.78);(225.27, 114.83);(190.66, 92.34);(223.28, 115.04);(190.92, 89.68);(222.23, 113.24);(191.07, 89.58);(210.64, 110.3);(197.89, 111.18);(210.22, 139.01);(201.68, 138.65);(208.73, 163.65);(206.2, 151.12);(207.94, 167.04);(207.42, 151.0);(208.68, 171.34);(205.66, 164.29)
0.23;videos/cuts_train/fall03.mp4;walk;(198.03, 60.79);(199.26, 57.65);(200.3, 57.42);(201.3, 57.21);(196.42, 58.28);(195.71, 58.45);(195.01, 58.58);(203.05, 57.78);(194.59, 59.47);(200.49, 62.87);(196.93, 63.56);(214.59, 72.97);(190.64, 75.11);(222.45, 91.42);(186.72, 92.71);(224.04, 109.91);(185.89, 95.35);(225.07, 115.24);(186.88, 96.03);(223.07, 115.56);(186.99, 93.73);(222.0, 113.68);(186.99, 93.65);(210.49, 110.45);(197.77, 111.22);(209.84, 139.15);(201.16, 138.78);(208.02, 164.22);(205.2, 149.69);(207.74, 167.84);(206.93, 149.47);(208.08, 171.81);(204.96, 163.37)
0.27;videos/cuts_train/fall03.mp4;walk;(198.15, 60.6);(199.44, 57.47);(200.53, 57.25);(201.57, 57.04);(196.53, 58.03);(195.77, 58.18);(195.09, 58.28);(203.25, 57.62);(194.63, 59.0);(200.58, 62.74);(196.95, 63.46);(214.63, 73.0);(190.57, 75.03);(222.4, 91.75);(186.56, 92.71);(223.91, 110.09);(186.78, 96.63);(224.93, 115.44);(188.15, 98.69);(222.85, 115.67);(188.32, 96.37);(221.79, 113.76);(188.35, 95.74);(210.51, 110.66);(197.76, 111.27);(209.48, 139.25);(200.57, 138.94);(207.44, 164.72);(204.53, 147.62);(206.25, 168.33);(206.28, 147.15);(207.98, 172.25);(204.76, 161.26)
0.3;videos/cuts_train/fall03.mp4;walk;(198.22, 60.04);(199.56, 56.89);(200.66, 56.67);(201.71, 56.5);(196.63, 57.38);(195.84, 57.49);(195.18, 57.55);(203.45, 57.15);(194.8, 58.16);(200.65, 62.25);(197.0, 63.01);(214.63, 73.0);(190.56, 74.59);(222.32, 91.76);(186.52, 92.05);(223.69, 110.06);(186.83, 98.51);(224.72, 115.5);(188.58, 101.96);(222.66, 115.7);(188.86, 99.88);(221.59, 113.77);(188.52, 98.13);(210.4, 110.71);(197.48, 111.28);(209.52, 139.43);(200.03, 139.13);(207.43, 165.0);(204.31, 150.32);(206.63, 169.51);(206.1, 150.65);(208.18, 172.69);(204.45, 162.05)
0.33;videos/cuts_train/fall03.mp4;walk;(198.35, 58.72);(199.77, 55.64);(200.89, 55.5);(201.96, 55.39);(196.77, 55.89);(195.91, 55.92);(195.25, 55.96);(203.68, 56.26);(194.89, 56.89);(200.77, 61.32);(197.12, 61.83);(214.64, 72.9);(190.51, 74.32);(222.19, 91.75);(186.65, 91.76);(223.47, 110.19);(187.18, 102.37);(224.46, 115.77);(189.04, 107.37);(222.42, 115.94);(188.97, 105.71);(221.31, 113.93);(189.19, 104.13);(210.38, 110.74);(197.32, 111.3);(209.55, 139.5);(199.74, 139.36);(207.25, 164.94);(204.82, 151.37);(206.29, 169.05);(206.43, 152.16);(207.87, 172.85);(204.48, 162.58)
0.37;videos/cuts_train/fall03.mp4;walk;(198.61, 57.88);(200.12, 54.85);(201.27, 54.72);(202.29, 54.63);(197.07, 55.02);(196.15, 55.02);(195.43, 55.06);(204.07, 55.56);(195.02, 56.11);(200.98, 60.65);(197.33, 61.04);(214.71, 72.75);(190.5, 73.88);(222.04, 91.69);(186.65, 91.2);(223.53, 110.19);(187.54, 104.83);(224.46, 115.85);(189.0, 109.6);(222.46, 115.99);(189.46, 109.05);(221.38, 113.97);(189.57, 107.61);(210.42, 110.72);(197.26, 111.3);(209.64, 139.67);(199.45, 139.74);(207.18, 165.12);(205.57, 154.04);(206.2, 169.08);(206.48, 154.73);(208.23, 173.26);(204.27, 164.32)
0.4;videos/cuts_train/fall03.mp4;walk;(198.93, 56.9);(200.6, 53.85);(201.76, 53.73);(202.73, 53.66);(197.43, 54.02);(196.49, 54.04);(195.67, 54.1);(204.66, 54.67);(195.21, 55.28);(201.33, 59.81);(197.62, 60.19);(215.11, 72.44);(190.49, 73.36);(222.02, 91.65);(186.66, 91.0);(223.54, 110.26);(187.75, 107.55);(224.42, 115.93);(188.2, 112.21);(222.48, 116.03);(188.94, 111.83);(221.42, 114.0);(189.58, 110.25);(210.44, 110.71);(197.0, 111.27);(209.71, 139.96);(198.33, 140.24);(207.02, 165.27);(205.76, 154.8);(206.25, 169.93);(206.6, 155.49);(208.45, 173.66);(204.04, 164.69)
0.43;videos/cuts_train/fall03.mp4;walk;(199.45, 56.27);(201.23, 53.19);(202.38, 53.11);(203.32, 53.07);(197.94, 53.32);(196.95, 53.37);(196.03, 53.45);(205.19, 54.11);(195.37, 54.73);(201.81, 59.35);(197.99, 59.68);(215.38, 72.27);(190.46, 73.18);(221.91, 91.69);(186.66, 91.07);(223.56, 110.42);(187.06, 108.73);(224.43, 116.07);(186.33, 113.51);(222.51, 116.13);(187.2, 113.06);(221.47, 114.12);(188.31, 111.43);(210.45, 110.76);(196.84, 111.29);(209.55, 140.23);(196.85, 140.68);(207.05, 165.5);(205.85, 155.25);(206.5, 169.93);(206.72, 155.84);(208.43, 174.15);(204.02, 165.37)
0.47;videos/cuts_train/fall03.mp4;walk;(199.88, 55.9);(201.77, 52.83);(202.91, 52.78);(203.87, 52.77);(198.41, 52.87);(197.41, 52.88);(196.46, 52.97);(205.78, 53.83);(195.62, 54.28);(202.21, 59.01);(198.32, 59.29);(215.75, 71.97);(190.45, 73.11);(221.95, 91.67);(186.62, 91.17);(223.58, 110.53);(185.11, 109.85);(224.44, 116.16);(183.44, 115.02);(222.54, 116.15);(184.1, 114.67);(221.5, 114.17);(185.6, 112.86);(210.52, 110.83);(196.72, 111.29);(209.46, 140.69);(195.5, 141.07);(207.18, 165.79);(205.1, 155.65);(206.64, 170.03);(206.79, 155.88);(208.56, 174.7);(203.52, 165.85)
0.5;videos/cuts_train/fall03.mp4;walk;(200.36, 55.49);(202.19, 52.44);(203.27, 52.39);(204.22, 52.38);(198.88, 52.47);(197.9, 52.49);(196.99, 52.58);(206.1, 53.49);(196.06, 53.92);(202.63, 58.57);(198.8, 58.84);(216.2, 71.77);(190.48, 73.09);(222.1, 91.63);(186.44, 91.53);(223.64, 110.54);(182.76, 110.25);(224.47, 116.12);(180.45, 115.77);(222.58, 116.11);(180.99, 115.55);(221.55, 114.16);(182.6, 113.84);(210.54, 111.38);(196.45, 111.49);(209.53, 141.52);(194.09, 141.21);(207.39, 166.01);(203.15, 157.11);(206.81, 170.18);(205.69, 158.05);(208.66, 174.96);(201.32, 166.62)
0.53;videos/cuts_train/fall03.mp4;walk;(200.65, 54.76);(202.45, 51.72);(203.55, 51.71);(204.52, 51.75);(199.09, 51.65);(198.11, 51.65);(197.18, 51.72);(206.4, 52.93);(196.24, 53.24);(202.93, 57.95);(199.04, 58.07);(216.79, 71.39);(190.49, 73.05);(222.5, 91.37);(186.26, 91.93);(223.8, 110.58);(182.0, 110.41);(224.67, 116.11);(180.04, 115.83);(222.74, 116.09);(180.69, 115.43);(221.71, 114.21);(182.06, 113.88);(210.55, 111.9);(196.03, 111.76);(209.56, 142.31);(192.97, 141.27);(207.45, 166.1);(201.85, 157.97);(206.86, 170.01);(204.48, 159.31);(208.76, 175.31);(199.3, 167.41)
0.57;videos/cuts_train/fall03.mp4;walk;(200.85, 54.16);(202.62, 51.14);(203.74, 51.13);(204.69, 51.18);(199.25, 51.11);(198.29, 51.12);(197.33, 51.19);(206.6, 52.45);(196.44, 52.77);(203.15, 57.42);(199.25, 57.52);(217.03, 71.17);(190.51, 72.91);(222.75, 90.93);(186.17, 92.11);(224.1, 110.46);(181.53, 110.29);(224.87, 116.1);(179.69, 115.72);(222.94, 116.02);(180.35, 115.19);(221.96, 114.18);(181.57, 113.59);(210.57, 112.15);(195.85, 111.9);(209.62, 142.52);(192.45, 141.3);(207.52, 166.0);(200.41, 159.38);(206.95, 169.71);(203.07, 161.46);(208.82, 175.54);(195.69, 168.53)
0.6;videos/cuts_train/fall03.mp4;walk;(200.91, 53.62);(202.73, 50.64);(203.87, 50.63);(204.81, 50.66);(199.32, 50.66);(198.35, 50.66);(197.36, 50.72);(206.73, 51.94);(196.52, 52.3);(203.31, 56.96);(199.29, 57.0);(217.3, 70.68);(190.52, 72.66);(222.88, 90.54);(186.09, 92.16);(224.21, 110.35);(180.82, 110.11);(225.01, 116.09);(179.15, 115.64);(223.13, 115.92);(179.77, 115.03);(222.14, 114.13);(180.85, 113.37);(210.58, 112.11);(195.81, 111.89);(209.65, 142.4);(192.21, 141.24);(207.6, 165.95);(199.57, 160.42);(206.98, 169.13);(202.32, 162.72);(208.85, 175.77);(193.1, 169.67)
0.63;videos/cuts_train/fall03.mp4;walk;(200.86, 53.26);(202.66, 50.17);(203.83, 50.14);(204.78, 50.16);(199.27, 50.26);(198.28, 50.29);(197.32, 50.39);(206.69, 51.53);(196.52, 52.04);(203.29, 56.68);(199.24, 56.76);(217.68, 70.43);(190.52, 72.43);(223.02, 90.32);(186.0, 92.16);(224.42, 110.34);(180.34, 109.61);(225.2, 116.08);(178.75, 115.13);(223.5, 115.88);(179.32, 114.42);(222.53, 114.11);(180.26, 112.61);(210.64, 112.18);(195.72, 111.9);(209.67, 142.32);(191.83, 141.29);(207.66, 165.9);(198.17, 161.67);(207.05, 168.87);(201.09, 164.02);(208.87, 176.03);(190.92, 170.77)
0.67;videos/cuts_train/fall03.mp4;walk;(200.81, 52.88);(202.6, 49.71);(203.78, 49.64);(204.74, 49.64);(199.22, 49.85);(198.23, 49.9);(197.28, 50.02);(206.6, 51.04);(196.49, 51.71);(203.25, 56.32);(199.2, 56.42);(217.72, 69.97);(190.45, 72.17);(223.32, 89.89);(185.93, 92.13);(224.9, 110.06);(179.77, 109.2);(225.5, 115.95);(178.14, 114.69);(223.8, 115.71);(178.7, 113.98);(222.95, 113.95);(179.57, 112.14);(210.66, 112.21);(195.71, 111.92);(209.68, 142.33);(191.87, 141.29);(207.69, 165.86);(197.11, 163.65);(207.09, 168.81);(200.0, 166.23);(208.9, 176.02);(188.96, 172.51)
0.7;videos/cuts_train/fall03.mp4;walk;(200.78, 52.66);(202.55, 49.45);(203.72, 49.39);(204.68, 49.38);(199.2, 49.59);(198.2, 49.64);(197.27, 49.76);(206.57, 50.74);(196.43, 51.41);(203.23, 56.06);(199.11, 56.16);(217.79, 69.82);(190.31, 71.7);(223.58, 89.51);(185.91, 91.87);(225.21, 109.64);(179.43, 108.82);(225.83, 115.7);(177.73, 114.26);(224.09, 115.36);(178.23, 113.57);(223.25, 113.6);(179.06, 111.71);(210.67, 112.17);(195.56, 111.91);(209.6, 142.47);(191.96, 141.4);(207.75, 165.83);(195.97, 165.18);(207.1, 168.81);(198.93, 167.71);(208.92, 176.05);(188.16, 174.18)
